# Steple pair pool
# Generated: 2026-06-06
# Word length: 4   Moves: 4–5   Sample: 500,000
# Pairs: 19752 (easy: 13521, medium: 6231, hard: 0)
# Format: START,TARGET  # score=N tier=X moves=N avg=N min=N conc=N
# ── Easy (score 1–6, moves 4) ───────────────────────────
EATS,STEM  # score=10 tier=hard moves=6 avg=21 min=7 conc=0.56
EATS,SCAM  # score=10 tier=hard moves=6 avg=20 min=11 conc=0.51
EATS,STAT  # score=10 tier=hard moves=6 avg=21.9 min=13 conc=0.51
EATS,SLIM  # score=10 tier=hard moves=7 avg=19 min=9 conc=0.47
EATS,SPAN  # score=10 tier=hard moves=6 avg=19.4 min=9 conc=0.57
FACE,SHOP  # score=10 tier=hard moves=7 avg=15.6 min=8 conc=0.42
FACE,REAR  # score=10 tier=hard moves=6 avg=17.4 min=13 conc=0.52
FACE,STAR  # score=10 tier=hard moves=7 avg=13.9 min=5 conc=0.52
FACE,CROW  # score=10 tier=hard moves=7 avg=15.3 min=8 conc=0.44
FACE,SCAR  # score=10 tier=hard moves=7 avg=13.9 min=5 conc=0.54
FACE,SLAP  # score=10 tier=hard moves=7 avg=13.6 min=5 conc=0.53
FACE,YEAR  # score=10 tier=hard moves=6 avg=17.1 min=13 conc=0.53
FACT,FLEA  # score=10 tier=hard moves=7 avg=10.9 min=5 conc=0.56
FACT,SOLO  # score=10 tier=hard moves=6 avg=16.4 min=5 conc=0.44
FACT,STEM  # score=10 tier=hard moves=7 avg=12.5 min=5 conc=0.49
FAIL,NOSE  # score=10 tier=hard moves=6 avg=18.6 min=12 conc=0.52
FAIL,LOGS  # score=10 tier=hard moves=6 avg=17.4 min=9 conc=0.62
FAIL,LOSS  # score=10 tier=hard moves=6 avg=16.9 min=9 conc=0.61
FAKE,CHOW  # score=10 tier=hard moves=7 avg=14.8 min=7 conc=0.4
FAKE,SOAK  # score=10 tier=hard moves=6 avg=16.4 min=5 conc=0.54
FAKE,CHAP  # score=10 tier=hard moves=7 avg=17.1 min=11 conc=0.46
FAME,SWAP  # score=10 tier=hard moves=7 avg=12.8 min=5 conc=0.48
FAME,SOAR  # score=10 tier=hard moves=7 avg=12.8 min=5 conc=0.45
FAME,SOUR  # score=10 tier=hard moves=6 avg=14.3 min=5 conc=0.46
FAME,PROS  # score=10 tier=hard moves=7 avg=14.4 min=8 conc=0.48
FAME,SHOE  # score=10 tier=hard moves=7 avg=14.4 min=7 conc=0.47
FARE,SOUP  # score=10 tier=hard moves=6 avg=18.7 min=5 conc=0.42
FATE,SOAK  # score=10 tier=hard moves=6 avg=17 min=5 conc=0.54
FATE,PROS  # score=10 tier=hard moves=6 avg=16.4 min=8 conc=0.53
FEAR,HIKE  # score=10 tier=hard moves=6 avg=14.4 min=12 conc=0.58
FEAR,FACE  # score=10 tier=hard moves=6 avg=17.1 min=13 conc=0.53
FEAR,POLY  # score=10 tier=hard moves=6 avg=15.7 min=12 conc=0.55
FEAR,GANG  # score=10 tier=hard moves=6 avg=16.3 min=13 conc=0.59
FEAR,NONE  # score=10 tier=hard moves=6 avg=16.4 min=12 conc=0.54
FEAR,AMID  # score=10 tier=hard moves=7 avg=12 min=7 conc=0.55
FEAR,MICE  # score=10 tier=hard moves=6 avg=16.7 min=13 conc=0.56
FEAR,DONE  # score=10 tier=hard moves=6 avg=17.6 min=12 conc=0.52
FEAR,HUSH  # score=10 tier=hard moves=6 avg=15.6 min=10 conc=0.59
FEAR,LONE  # score=10 tier=hard moves=6 avg=17 min=12 conc=0.53
FEAR,CAFE  # score=10 tier=hard moves=7 avg=18.3 min=12 conc=0.55
FEAT,LAID  # score=10 tier=hard moves=6 avg=16.6 min=12 conc=0.5
FELT,LAID  # score=10 tier=hard moves=6 avg=14.9 min=9 conc=0.54
FIAT,OATH  # score=10 tier=hard moves=6 avg=12.6 min=6 conc=0.62
FIAT,LAWN  # score=10 tier=hard moves=6 avg=15.1 min=6 conc=0.55
FIFE,TEAR  # score=10 tier=hard moves=6 avg=15.4 min=8 conc=0.52
FIFE,HAIR  # score=10 tier=hard moves=6 avg=17.1 min=8 conc=0.6
FIFE,FOUL  # score=10 tier=hard moves=6 avg=14.4 min=6 conc=0.61
FILL,YOUR  # score=10 tier=hard moves=6 avg=14 min=7 conc=0.64
FILM,BRIT  # score=10 tier=hard moves=6 avg=15.9 min=6 conc=0.61
FIND,DRAM  # score=10 tier=hard moves=7 avg=12.6 min=10 conc=0.48
FIND,DREW  # score=10 tier=hard moves=7 avg=11.4 min=6 conc=0.47
FIND,GREW  # score=10 tier=hard moves=7 avg=11.3 min=6 conc=0.47
FIND,CRAB  # score=10 tier=hard moves=7 avg=11.8 min=6 conc=0.51
FIRM,DUMP  # score=10 tier=hard moves=6 avg=15.3 min=6 conc=0.54
FISH,RAID  # score=10 tier=hard moves=7 avg=10.1 min=6 conc=0.47
FITS,SCAN  # score=10 tier=hard moves=6 avg=16 min=8 conc=0.58
FLAG,GALL  # score=10 tier=hard moves=6 avg=14.1 min=9 conc=0.62
FLAG,DULL  # score=10 tier=hard moves=6 avg=14.4 min=9 conc=0.6
FLAG,NULL  # score=10 tier=hard moves=6 avg=13.1 min=9 conc=0.65
FLAG,HULL  # score=10 tier=hard moves=6 avg=15.9 min=12 conc=0.57
FLAP,EASE  # score=10 tier=hard moves=6 avg=12.4 min=6 conc=0.63
FLAP,RANK  # score=10 tier=hard moves=7 avg=12.4 min=5 conc=0.57
FLAP,TASK  # score=10 tier=hard moves=7 avg=12 min=5 conc=0.54
FLAP,RICE  # score=10 tier=hard moves=7 avg=13.3 min=5 conc=0.55
FLAP,LACK  # score=10 tier=hard moves=6 avg=12.7 min=5 conc=0.56
FLAP,HALL  # score=10 tier=hard moves=6 avg=17 min=14 conc=0.53
FLAP,DULL  # score=10 tier=hard moves=6 avg=14.7 min=9 conc=0.59
FLAT,FIFE  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.58
FLAW,GULL  # score=10 tier=hard moves=6 avg=13.9 min=9 conc=0.61
FLAW,HALL  # score=10 tier=hard moves=6 avg=17 min=14 conc=0.53
FLAW,MINE  # score=10 tier=hard moves=6 avg=15.3 min=6 conc=0.51
FLEA,WALK  # score=10 tier=hard moves=7 avg=13.8 min=8 conc=0.53
FLEA,BETH  # score=10 tier=hard moves=6 avg=16.6 min=7 conc=0.53
FLEA,WALL  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.56
FLEA,BETA  # score=10 tier=hard moves=6 avg=16.9 min=8 conc=0.55
FLIP,TACK  # score=10 tier=hard moves=7 avg=11.5 min=5 conc=0.5
FLIP,DECK  # score=10 tier=hard moves=7 avg=10.4 min=5 conc=0.53
FLIP,DONE  # score=10 tier=hard moves=7 avg=13.3 min=6 conc=0.46
FLIP,TORI  # score=10 tier=hard moves=7 avg=12.4 min=6 conc=0.47
FLIP,FILL  # score=10 tier=hard moves=6 avg=14.3 min=7 conc=0.58
FLOP,FILL  # score=10 tier=hard moves=6 avg=14.7 min=9 conc=0.58
FLOW,DELI  # score=10 tier=hard moves=7 avg=13.1 min=5 conc=0.59
FLOW,FILL  # score=10 tier=hard moves=6 avg=15 min=9 conc=0.58
FLOW,EASE  # score=10 tier=hard moves=7 avg=12.4 min=6 conc=0.6
FOAM,WING  # score=10 tier=hard moves=6 avg=15.9 min=5 conc=0.47
FOAM,SING  # score=10 tier=hard moves=6 avg=14.9 min=5 conc=0.45
FOAM,HAYS  # score=10 tier=hard moves=6 avg=16.6 min=5 conc=0.52
FOIL,LICK  # score=10 tier=hard moves=6 avg=15.3 min=13 conc=0.53
FOIL,LABS  # score=10 tier=hard moves=6 avg=18 min=9 conc=0.57
FOLD,STAB  # score=10 tier=hard moves=7 avg=15.4 min=10 conc=0.46
FONT,GEAR  # score=10 tier=hard moves=6 avg=15.6 min=5 conc=0.52
FONT,DEAR  # score=10 tier=hard moves=6 avg=16 min=5 conc=0.49
FONT,NEAR  # score=10 tier=hard moves=6 avg=14.6 min=5 conc=0.51
FOOL,HIDE  # score=10 tier=hard moves=6 avg=15.3 min=11 conc=0.52
FORD,SAGA  # score=10 tier=hard moves=6 avg=17.7 min=6 conc=0.47
FORK,DREW  # score=10 tier=hard moves=7 avg=11 min=7 conc=0.47
FROG,WINK  # score=10 tier=hard moves=7 avg=14.8 min=8 conc=0.56
FROG,KITE  # score=10 tier=hard moves=7 avg=13 min=8 conc=0.56
FROG,BYTE  # score=10 tier=hard moves=7 avg=12 min=7 conc=0.52
FROG,CITE  # score=10 tier=hard moves=7 avg=13.1 min=8 conc=0.54
FROG,BETH  # score=10 tier=hard moves=7 avg=12.4 min=7 conc=0.53
FROG,SINS  # score=10 tier=hard moves=6 avg=14.1 min=8 conc=0.56
FULL,YANG  # score=10 tier=hard moves=6 avg=16 min=11 conc=0.56
FUME,BECK  # score=10 tier=hard moves=6 avg=16.4 min=5 conc=0.5
FUME,SOUR  # score=10 tier=hard moves=7 avg=13.1 min=5 conc=0.45
FUME,GOOD  # score=10 tier=hard moves=6 avg=16 min=5 conc=0.46
FUME,LOAD  # score=10 tier=hard moves=6 avg=16.9 min=5 conc=0.45
FUME,FOOL  # score=10 tier=hard moves=6 avg=15.6 min=5 conc=0.46
FUME,SOFT  # score=10 tier=hard moves=6 avg=15.3 min=5 conc=0.46
FUME,NOON  # score=10 tier=hard moves=7 avg=16.9 min=5 conc=0.49
FUME,COOL  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.42
FUME,COON  # score=10 tier=hard moves=6 avg=17.6 min=5 conc=0.45
FUME,GULF  # score=10 tier=hard moves=6 avg=14.7 min=5 conc=0.54
FUME,DISH  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.54
FURY,SCAT  # score=10 tier=hard moves=7 avg=14 min=5 conc=0.5
FURY,STAT  # score=10 tier=hard moves=7 avg=13.8 min=5 conc=0.51
FURY,CENT  # score=10 tier=hard moves=6 avg=12.7 min=5 conc=0.62
FUSE,CHAD  # score=10 tier=hard moves=7 avg=12.5 min=5 conc=0.45
FUSE,RAIL  # score=10 tier=hard moves=6 avg=15.4 min=5 conc=0.49
FUSE,CHAR  # score=10 tier=hard moves=7 avg=12.3 min=5 conc=0.47
FUSE,BEAR  # score=10 tier=hard moves=6 avg=14.4 min=5 conc=0.48
GAGE,SOON  # score=10 tier=hard moves=6 avg=17.7 min=8 conc=0.52
GAGE,PROP  # score=10 tier=hard moves=7 avg=14.8 min=8 conc=0.45
GAGE,CROW  # score=10 tier=hard moves=7 avg=14.6 min=8 conc=0.45
GAGE,FLAT  # score=10 tier=hard moves=7 avg=15.1 min=6 conc=0.56
GAIN,RODE  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.52
GAIN,NOTE  # score=10 tier=hard moves=6 avg=15 min=8 conc=0.54
GAIN,TUNE  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.5
GAIN,ROPE  # score=10 tier=hard moves=6 avg=16 min=8 conc=0.52
GAIN,NODE  # score=10 tier=hard moves=6 avg=15.1 min=8 conc=0.53
GAIN,NUDE  # score=10 tier=hard moves=7 avg=14.1 min=7 conc=0.53
GAIN,COMA  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.51
GAIN,OOPS  # score=10 tier=hard moves=6 avg=16.3 min=8 conc=0.57
GALA,BEAN  # score=10 tier=hard moves=6 avg=15.4 min=6 conc=0.5
GALL,FLEE  # score=10 tier=hard moves=6 avg=14.1 min=10 conc=0.57
GALL,FLEA  # score=10 tier=hard moves=6 avg=13.9 min=8 conc=0.59
GALL,NEXT  # score=10 tier=hard moves=6 avg=15.3 min=7 conc=0.52
GAME,SHIP  # score=10 tier=hard moves=7 avg=14.9 min=8 conc=0.4
GAME,SHOW  # score=10 tier=hard moves=7 avg=15.5 min=8 conc=0.41
GAME,GROW  # score=10 tier=hard moves=7 avg=14.6 min=8 conc=0.45
GAME,CREW  # score=10 tier=hard moves=7 avg=14.3 min=7 conc=0.43
GAME,SPUR  # score=10 tier=hard moves=7 avg=13.5 min=5 conc=0.46
GAME,FLAT  # score=10 tier=hard moves=7 avg=16.9 min=6 conc=0.54
GANG,STEM  # score=10 tier=hard moves=6 avg=14.1 min=7 conc=0.6
GANG,DEAL  # score=10 tier=hard moves=6 avg=15.9 min=12 conc=0.53
GANG,DEAN  # score=10 tier=hard moves=6 avg=14.6 min=11 conc=0.54
GANG,GRAD  # score=10 tier=hard moves=6 avg=14.6 min=11 conc=0.54
GANG,GRAM  # score=10 tier=hard moves=7 avg=14.1 min=11 conc=0.53
GANG,DEAF  # score=10 tier=hard moves=6 avg=13.9 min=6 conc=0.54
GANG,BRED  # score=10 tier=hard moves=6 avg=13.9 min=6 conc=0.54
GAPE,FLAT  # score=10 tier=hard moves=7 avg=15.4 min=6 conc=0.55
GAPE,CHAP  # score=10 tier=hard moves=7 avg=16.4 min=11 conc=0.46
GAPE,FOOD  # score=10 tier=hard moves=6 avg=16.6 min=12 conc=0.5
GAPE,CROW  # score=10 tier=hard moves=7 avg=14.4 min=8 conc=0.44
GATE,SOAK  # score=10 tier=hard moves=6 avg=16.7 min=5 conc=0.55
GATE,PROS  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.53
GEAR,CARP  # score=10 tier=hard moves=6 avg=15.6 min=12 conc=0.59
GEAR,GANG  # score=10 tier=hard moves=6 avg=16.1 min=13 conc=0.6
GEAR,BABE  # score=10 tier=hard moves=6 avg=17.3 min=13 conc=0.53
GEAR,AMID  # score=10 tier=hard moves=7 avg=11.9 min=7 conc=0.56
GEAR,GONE  # score=10 tier=hard moves=6 avg=15.7 min=12 conc=0.57
GEAR,FACE  # score=10 tier=hard moves=6 avg=17 min=13 conc=0.54
GEAR,MICE  # score=10 tier=hard moves=6 avg=16.6 min=13 conc=0.56
GEAR,GULF  # score=10 tier=hard moves=6 avg=13 min=5 conc=0.64
GEAR,BAKE  # score=10 tier=hard moves=6 avg=18 min=13 conc=0.53
GEAR,YANG  # score=10 tier=hard moves=6 avg=16 min=12 conc=0.61
GEAR,PAGE  # score=10 tier=hard moves=6 avg=16.4 min=13 conc=0.55
GEEK,SAFE  # score=10 tier=hard moves=6 avg=16 min=10 conc=0.57
GETS,PROM  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.58
GETS,PROG  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.58
GIFT,DAYS  # score=10 tier=hard moves=6 avg=17.6 min=6 conc=0.51
GIMP,RACK  # score=10 tier=hard moves=6 avg=15.7 min=6 conc=0.53
GIMP,BACK  # score=10 tier=hard moves=6 avg=15.9 min=6 conc=0.54
GIMP,LAID  # score=10 tier=hard moves=6 avg=15 min=6 conc=0.51
GOAL,PIKE  # score=10 tier=hard moves=7 avg=13.6 min=5 conc=0.49
GOLD,FUME  # score=10 tier=hard moves=6 avg=17.3 min=5 conc=0.47
GOLD,FAIR  # score=10 tier=hard moves=6 avg=14.7 min=8 conc=0.58
GONE,CHAR  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.52
GONG,CHAR  # score=10 tier=hard moves=7 avg=15.3 min=8 conc=0.55
GONG,CHAT  # score=10 tier=hard moves=6 avg=16.3 min=9 conc=0.5
GOOD,NITE  # score=10 tier=hard moves=6 avg=15 min=11 conc=0.5
GOWN,RAKE  # score=10 tier=hard moves=6 avg=14.6 min=7 conc=0.55
GOWN,PAGE  # score=10 tier=hard moves=6 avg=14.4 min=7 conc=0.54
GOWN,FACE  # score=10 tier=hard moves=6 avg=15 min=7 conc=0.53
GOWN,FUME  # score=10 tier=hard moves=7 avg=14.1 min=5 conc=0.52
GRAB,SITS  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.54
GRAB,SING  # score=10 tier=hard moves=7 avg=15.6 min=8 conc=0.55
GRAB,AIDE  # score=10 tier=hard moves=7 avg=12.5 min=8 conc=0.57
GRAB,SANG  # score=10 tier=hard moves=7 avg=13 min=8 conc=0.55
GRAB,YANG  # score=10 tier=hard moves=7 avg=13.6 min=8 conc=0.56
GRAB,KANE  # score=10 tier=hard moves=7 avg=15 min=8 conc=0.51
GRAB,RITE  # score=10 tier=hard moves=7 avg=15.1 min=8 conc=0.51
GRAB,TANG  # score=10 tier=hard moves=7 avg=14.1 min=8 conc=0.53
GRAB,SANE  # score=10 tier=hard moves=7 avg=14.3 min=8 conc=0.52
GRAB,SITE  # score=10 tier=hard moves=7 avg=15 min=8 conc=0.53
GRAB,FINS  # score=10 tier=hard moves=6 avg=15.9 min=8 conc=0.55
GRAD,HUSH  # score=10 tier=hard moves=7 avg=13.8 min=10 conc=0.53
GRAD,RITE  # score=10 tier=hard moves=6 avg=16.1 min=11 conc=0.5
GRAD,PAGE  # score=10 tier=hard moves=7 avg=16.6 min=11 conc=0.47
GRAD,SING  # score=10 tier=hard moves=6 avg=16.7 min=11 conc=0.54
GRAD,LUST  # score=10 tier=hard moves=6 avg=15.1 min=11 conc=0.51
GRAM,KITE  # score=10 tier=hard moves=7 avg=14.8 min=11 conc=0.53
GRAM,CITE  # score=10 tier=hard moves=7 avg=14.9 min=11 conc=0.51
GREW,SOUL  # score=10 tier=hard moves=7 avg=8.5 min=5 conc=0.48
GREW,FOIL  # score=10 tier=hard moves=7 avg=10.5 min=6 conc=0.46
GREW,SOIL  # score=10 tier=hard moves=7 avg=10.4 min=6 conc=0.5
GREW,TOMB  # score=10 tier=hard moves=7 avg=8.3 min=5 conc=0.46
GRID,NONE  # score=10 tier=hard moves=7 avg=14 min=9 conc=0.5
GRID,GONE  # score=10 tier=hard moves=7 avg=13.5 min=9 conc=0.52
GRIN,NOTE  # score=10 tier=hard moves=7 avg=14.1 min=8 conc=0.55
GRIN,COKE  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.55
GRIN,GONE  # score=10 tier=hard moves=6 avg=13.7 min=8 conc=0.59
GRIN,COME  # score=10 tier=hard moves=6 avg=14.6 min=8 conc=0.54
GRIN,TONE  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.55
GRIN,DOME  # score=10 tier=hard moves=7 avg=16 min=8 conc=0.53
GRIN,NONE  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.56
GRIN,IONS  # score=10 tier=hard moves=6 avg=13.4 min=8 conc=0.61
GRIN,GONG  # score=10 tier=hard moves=7 avg=13.1 min=8 conc=0.61
GRIN,LONE  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.55
GRIP,NONE  # score=10 tier=hard moves=7 avg=13.4 min=7 conc=0.58
GRIP,BONE  # score=10 tier=hard moves=7 avg=12.6 min=7 conc=0.52
GRIP,HITS  # score=10 tier=hard moves=7 avg=13.4 min=7 conc=0.56
GRIP,CORE  # score=10 tier=hard moves=6 avg=14.9 min=7 conc=0.55
GRIP,KIND  # score=10 tier=hard moves=7 avg=11.9 min=7 conc=0.53
GRIP,KITS  # score=10 tier=hard moves=7 avg=13.5 min=7 conc=0.56
GRIP,BANG  # score=10 tier=hard moves=7 avg=13.1 min=7 conc=0.52
GROW,NAME  # score=10 tier=hard moves=7 avg=12.5 min=8 conc=0.51
GULF,BRIT  # score=10 tier=hard moves=6 avg=13.4 min=5 conc=0.55
GULF,HASH  # score=10 tier=hard moves=6 avg=15.3 min=5 conc=0.56
GULF,YEAR  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.63
GULF,DATA  # score=10 tier=hard moves=6 avg=14.3 min=5 conc=0.56
GULF,TIDY  # score=10 tier=hard moves=6 avg=14.6 min=5 conc=0.58
GULF,BEAN  # score=10 tier=hard moves=6 avg=14.3 min=5 conc=0.53
GULL,SEPT  # score=10 tier=hard moves=6 avg=16 min=8 conc=0.57
GULL,SCAN  # score=10 tier=hard moves=7 avg=14 min=8 conc=0.58
GUTS,SWAN  # score=10 tier=hard moves=6 avg=15.7 min=9 conc=0.57
GUTS,SCAN  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.58
GUYS,CASA  # score=10 tier=hard moves=6 avg=16.1 min=6 conc=0.55
HACK,STUB  # score=10 tier=hard moves=7 avg=11.5 min=5 conc=0.53
HAIL,LOOP  # score=10 tier=hard moves=6 avg=13.9 min=10 conc=0.58
HAIL,LOGS  # score=10 tier=hard moves=6 avg=17.6 min=9 conc=0.61
HAIL,TIDY  # score=10 tier=hard moves=6 avg=16.6 min=5 conc=0.57
HAIL,MINI  # score=10 tier=hard moves=6 avg=17 min=9 conc=0.57
HAIL,LOSS  # score=10 tier=hard moves=6 avg=17 min=9 conc=0.61
HAIR,FINE  # score=10 tier=hard moves=6 avg=16.3 min=8 conc=0.61
HALE,SCAN  # score=10 tier=hard moves=7 avg=16.9 min=8 conc=0.46
HALE,STAB  # score=10 tier=hard moves=7 avg=16.9 min=10 conc=0.44
HALE,STAY  # score=10 tier=hard moves=7 avg=16.9 min=10 conc=0.44
HALL,FLEW  # score=10 tier=hard moves=6 avg=15 min=10 conc=0.55
HAND,ARID  # score=10 tier=hard moves=7 avg=12.3 min=7 conc=0.47
HAND,TOMB  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.43
HAND,DREW  # score=10 tier=hard moves=7 avg=11.6 min=6 conc=0.45
HANG,PROS  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.57
HANG,DEAN  # score=10 tier=hard moves=6 avg=15 min=11 conc=0.52
HANG,GRAD  # score=10 tier=hard moves=6 avg=15 min=11 conc=0.52
HANK,GRAB  # score=10 tier=hard moves=7 avg=14.1 min=8 conc=0.47
HARP,SNAP  # score=10 tier=hard moves=7 avg=8.6 min=5 conc=0.53
HARP,CHEW  # score=10 tier=hard moves=7 avg=10.3 min=7 conc=0.47
HARP,BETA  # score=10 tier=hard moves=6 avg=20.9 min=9 conc=0.51
HARP,CREW  # score=10 tier=hard moves=7 avg=10.3 min=7 conc=0.51
HARP,GROW  # score=10 tier=hard moves=7 avg=10.6 min=8 conc=0.53
HASH,SURF  # score=10 tier=hard moves=6 avg=17.6 min=6 conc=0.5
HAST,FLOW  # score=10 tier=hard moves=6 avg=13.9 min=6 conc=0.56
HATE,PROM  # score=10 tier=hard moves=7 avg=15.6 min=8 conc=0.55
HATE,PROS  # score=10 tier=hard moves=6 avg=16.4 min=8 conc=0.53
HATE,SOAK  # score=10 tier=hard moves=6 avg=17 min=5 conc=0.54
HATH,BEAR  # score=10 tier=hard moves=6 avg=16.4 min=7 conc=0.53
HATH,DUAL  # score=10 tier=hard moves=6 avg=16.1 min=6 conc=0.54
HATS,PROP  # score=10 tier=hard moves=6 avg=17.3 min=8 conc=0.55
HATS,PROM  # score=10 tier=hard moves=6 avg=17 min=8 conc=0.57
HAUL,TYPO  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.47
HAUL,PROP  # score=10 tier=hard moves=7 avg=9 min=5 conc=0.49
HEAL,SIGH  # score=10 tier=hard moves=6 avg=16.6 min=6 conc=0.48
HEAL,TIDY  # score=10 tier=hard moves=6 avg=16.7 min=5 conc=0.54
HEAR,BAKE  # score=10 tier=hard moves=6 avg=18.7 min=13 conc=0.5
HEAR,PUSH  # score=10 tier=hard moves=6 avg=16.4 min=12 conc=0.55
HEEL,BATH  # score=10 tier=hard moves=6 avg=20.6 min=12 conc=0.52
HEEL,NINE  # score=10 tier=hard moves=6 avg=17.4 min=12 conc=0.58
HERB,BACH  # score=10 tier=hard moves=6 avg=15.1 min=6 conc=0.54
HERD,AMID  # score=10 tier=hard moves=7 avg=10.6 min=7 conc=0.5
HERO,BACH  # score=10 tier=hard moves=6 avg=15.4 min=6 conc=0.52
HERO,DREW  # score=10 tier=hard moves=7 avg=10.3 min=6 conc=0.49
HITS,GRAM  # score=10 tier=hard moves=6 avg=14.6 min=11 conc=0.53
HITS,SWAN  # score=10 tier=hard moves=6 avg=16.1 min=9 conc=0.57
HOLD,LIMB  # score=10 tier=hard moves=6 avg=15.3 min=7 conc=0.51
HOME,SKIP  # score=10 tier=hard moves=7 avg=12.5 min=8 conc=0.41
HOME,SWAN  # score=10 tier=hard moves=7 avg=10.6 min=5 conc=0.5
HOME,PREY  # score=10 tier=hard moves=7 avg=11.6 min=6 conc=0.47
HOME,GREW  # score=10 tier=hard moves=7 avg=11.9 min=6 conc=0.45
HOOK,SECT  # score=10 tier=hard moves=6 avg=16.6 min=6 conc=0.47
HOPE,CHIC  # score=10 tier=hard moves=6 avg=14.1 min=6 conc=0.52
HOPE,SHIP  # score=10 tier=hard moves=7 avg=13.8 min=8 conc=0.4
HORN,OATH  # score=10 tier=hard moves=6 avg=15.7 min=8 conc=0.57
HORN,HASH  # score=10 tier=hard moves=6 avg=16.6 min=9 conc=0.55
HOUR,CHIC  # score=10 tier=hard moves=7 avg=9.9 min=6 conc=0.64
HOWE,RAID  # score=10 tier=hard moves=6 avg=15.3 min=10 conc=0.5
HUGS,CASA  # score=10 tier=hard moves=6 avg=18.9 min=6 conc=0.5
HULL,CLAM  # score=10 tier=hard moves=6 avg=15.3 min=11 conc=0.51
HULL,SCAN  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.56
HUSH,SCAT  # score=10 tier=hard moves=6 avg=16 min=10 conc=0.5
HUSH,FLAW  # score=10 tier=hard moves=7 avg=14.8 min=10 conc=0.56
HUSH,SCAN  # score=10 tier=hard moves=7 avg=15 min=8 conc=0.53
HUSH,STAG  # score=10 tier=hard moves=7 avg=15 min=10 conc=0.51
HUSH,FLAG  # score=10 tier=hard moves=7 avg=14.5 min=10 conc=0.57
HUSH,STAT  # score=10 tier=hard moves=6 avg=15.7 min=10 conc=0.51
HUSH,GEAR  # score=10 tier=hard moves=6 avg=15.4 min=10 conc=0.6
HUSH,DEAR  # score=10 tier=hard moves=6 avg=15.9 min=10 conc=0.58
HYPE,NAIL  # score=10 tier=hard moves=6 avg=15.1 min=5 conc=0.53
HYPE,HAIR  # score=10 tier=hard moves=6 avg=17.1 min=5 conc=0.5
HYPE,YELL  # score=10 tier=hard moves=6 avg=13.9 min=5 conc=0.48
HYPE,TEAL  # score=10 tier=hard moves=6 avg=14.4 min=5 conc=0.46
HYPE,KILL  # score=10 tier=hard moves=6 avg=16.7 min=5 conc=0.5
HYPE,GULL  # score=10 tier=hard moves=6 avg=13.6 min=5 conc=0.5
HYPE,CENT  # score=10 tier=hard moves=6 avg=14 min=5 conc=0.49
KANE,SHOP  # score=10 tier=hard moves=7 avg=16.1 min=8 conc=0.45
KANE,SPAS  # score=10 tier=hard moves=6 avg=19.9 min=9 conc=0.5
KANE,CHAR  # score=10 tier=hard moves=7 avg=17.4 min=8 conc=0.51
KART,CHAR  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.57
KART,GOLF  # score=10 tier=hard moves=6 avg=14 min=5 conc=0.53
KART,BETA  # score=10 tier=hard moves=6 avg=21.7 min=9 conc=0.52
KEEN,AIDE  # score=10 tier=hard moves=6 avg=15.9 min=10 conc=0.51
KENO,FLAW  # score=10 tier=hard moves=6 avg=15.3 min=6 conc=0.53
KENT,FLOW  # score=10 tier=hard moves=6 avg=16.1 min=12 conc=0.54
KICK,FUME  # score=10 tier=hard moves=6 avg=15.1 min=5 conc=0.53
KICK,FLIP  # score=10 tier=hard moves=7 avg=11 min=5 conc=0.57
KILL,FLEE  # score=10 tier=hard moves=6 avg=15.7 min=10 conc=0.61
KILL,FLEA  # score=10 tier=hard moves=6 avg=15.4 min=8 conc=0.63
KILL,NEXT  # score=10 tier=hard moves=6 avg=15.9 min=7 conc=0.58
KILL,YOUR  # score=10 tier=hard moves=6 avg=13.3 min=7 conc=0.67
KIND,CREW  # score=10 tier=hard moves=7 avg=11.3 min=6 conc=0.47
KIND,STAG  # score=10 tier=hard moves=7 avg=15.1 min=10 conc=0.52
KIND,CRAB  # score=10 tier=hard moves=7 avg=11.6 min=6 conc=0.51
